code,title,Level,Hierarchical_structure,parent,soc2d,soc3d,soc5d,soc6d
53-4099,"Rail Transportation Workers, All Other",6,Detailed,53-4090,53-0000,53-4000,53-4090,53-4099
53-5000,Water Transportation Workers,3,Minor,53-0000,53-0000,53-5000,NA,NA
53-5010,Sailors and Marine Oilers,5,Broad,53-5000,53-0000,53-5000,53-5010,NA
53-5011,Sailors and Marine Oilers,6,Detailed,53-5010,53-0000,53-5000,53-5010,53-5011
53-5020,Ship and Boat Captains and Operators,5,Broad,53-5000,53-0000,53-5000,53-5020,NA
53-5021,"Captains, Mates, and Pilots of Water Vessels",6,Detailed,53-5020,53-0000,53-5000,53-5020,53-5021
53-5022,Motorboat Operators,6,Detailed,53-5020,53-0000,53-5000,53-5020,53-5022
53-5030,Ship Engineers,5,Broad,53-5000,53-0000,53-5000,53-5030,NA
53-5031,Ship Engineers,6,Detailed,53-5030,53-0000,53-5000,53-5030,53-5031
53-6000,Other Transportation Workers,3,Minor,53-0000,53-0000,53-6000,NA,NA
53-6010,Bridge and Lock Tenders,5,Broad,53-6000,53-0000,53-6000,53-6010,NA
53-6011,Bridge and Lock Tenders,6,Detailed,53-6010,53-0000,53-6000,53-6010,53-6011
53-6020,Parking Attendants,5,Broad,53-6000,53-0000,53-6000,53-6020,NA
53-6021,Parking Attendants,6,Detailed,53-6020,53-0000,53-6000,53-6020,53-6021
53-6030,Transportation Service Attendants,5,Broad,53-6000,53-0000,53-6000,53-6030,NA
53-6031,Automotive and Watercraft Service Attendants,6,Detailed,53-6030,53-0000,53-6000,53-6030,53-6031
53-6032,Aircraft Service Attendants,6,Detailed,53-6030,53-0000,53-6000,53-6030,53-6032
53-6040,Traffic Technicians,5,Broad,53-6000,53-0000,53-6000,53-6040,NA
53-6041,Traffic Technicians,6,Detailed,53-6040,53-0000,53-6000,53-6040,53-6041
53-6050,Transportation Inspectors,5,Broad,53-6000,53-0000,53-6000,53-6050,NA
53-6051,Transportation Inspectors,6,Detailed,53-6050,53-0000,53-6000,53-6050,53-6051
53-6060,Passenger Attendants,5,Broad,53-6000,53-0000,53-6000,53-6060,NA
53-6061,Passenger Attendants,6,Detailed,53-6060,53-0000,53-6000,53-6060,53-6061
53-6090,Miscellaneous Transportation Workers,5,Broad,53-6000,53-0000,53-6000,53-6090,NA
53-6099,"Transportation Workers, All Other",6,Detailed,53-6090,53-0000,53-6000,53-6090,53-6099
53-7000,Material Moving Workers,3,Minor,53-0000,53-0000,53-7000,NA,NA
53-7010,Conveyor Operators and Tenders,5,Broad,53-7000,53-0000,53-7000,53-7010,NA
53-7011,Conveyor Operators and Tenders,6,Detailed,53-7010,53-0000,53-7000,53-7010,53-7011
53-7020,Crane and Tower Operators,5,Broad,53-7000,53-0000,53-7000,53-7020,NA
53-7021,Crane and Tower Operators,6,Detailed,53-7020,53-0000,53-7000,53-7020,53-7021
53-7030,Dredge Operators,5,Broad,53-7000,53-0000,53-7000,53-7030,NA
53-7031,Dredge Operators,6,Detailed,53-7030,53-0000,53-7000,53-7030,53-7031
53-7040,Hoist and Winch Operators,5,Broad,53-7000,53-0000,53-7000,53-7040,NA
53-7041,Hoist and Winch Operators,6,Detailed,53-7040,53-0000,53-7000,53-7040,53-7041
53-7050,Industrial Truck and Tractor Operators,5,Broad,53-7000,53-0000,53-7000,53-7050,NA
53-7051,Industrial Truck and Tractor Operators,6,Detailed,53-7050,53-0000,53-7000,53-7050,53-7051
53-7060,Laborers and Material Movers,5,Broad,53-7000,53-0000,53-7000,53-7060,NA
53-7061,Cleaners of Vehicles and Equipment,6,Detailed,53-7060,53-0000,53-7000,53-7060,53-7061
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",6,Detailed,53-7060,53-0000,53-7000,53-7060,53-7062
53-7063,Machine Feeders and Offbearers,6,Detailed,53-7060,53-0000,53-7000,53-7060,53-7063
53-7064,"Packers and Packagers, Hand",6,Detailed,53-7060,53-0000,53-7000,53-7060,53-7064
53-7065,Stockers and Order Fillers,6,Detailed,53-7060,53-0000,53-7000,53-7060,53-7065
53-7070,Pumping Station Operators,5,Broad,53-7000,53-0000,53-7000,53-7070,NA
53-7071,Gas Compressor and Gas Pumping Station Operators,6,Detailed,53-7070,53-0000,53-7000,53-7070,53-7071
53-7072,"Pump Operators, Except Wellhead Pumpers",6,Detailed,53-7070,53-0000,53-7000,53-7070,53-7072
53-7073,Wellhead Pumpers,6,Detailed,53-7070,53-0000,53-7000,53-7070,53-7073
53-7080,Refuse and Recyclable Material Collectors,5,Broad,53-7000,53-0000,53-7000,53-7080,NA
53-7081,Refuse and Recyclable Material Collectors,6,Detailed,53-7080,53-0000,53-7000,53-7080,53-7081
53-7120,"Tank Car, Truck, and Ship Loaders",5,Broad,53-7000,53-0000,53-7000,53-7120,NA
53-7121,"Tank Car, Truck, and Ship Loaders",6,Detailed,53-7120,53-0000,53-7000,53-7120,53-7121
53-7190,Miscellaneous Material Moving Workers,5,Broad,53-7000,53-0000,53-7000,53-7190,NA
53-7199,"Material Moving Workers, All Other",6,Detailed,53-7190,53-0000,53-7000,53-7190,53-7199
55-0000,Military Specific Occupations,2,Major,NA,55-0000,NA,NA,NA
55-1000,Military Officer Special and Tactical Operations Leaders,3,Minor,55-0000,55-0000,55-1000,NA,NA
55-1010,Military Officer Special and Tactical Operations Leaders,5,Broad,55-1000,55-0000,55-1000,55-1010,NA
55-1011,Air Crew Officers,6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1011
55-1012,Aircraft Launch and Recovery Officers,6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1012
55-1013,Armored Assault Vehicle Officers,6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1013
55-1014,Artillery and Missile Officers,6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1014
55-1015,Command and Control Center Officers,6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1015
55-1016,Infantry Officers,6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1016
55-1017,Special Forces Officers,6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1017
55-1019,"Military Officer Special and Tactical Operations Leaders, All Other",6,Detailed,55-1010,55-0000,55-1000,55-1010,55-1019
55-2000,First-Line Enlisted Military Supervisors,3,Minor,55-0000,55-0000,55-2000,NA,NA
55-2010,First-Line Enlisted Military Supervisors,5,Broad,55-2000,55-0000,55-2000,55-2010,NA
55-2011,First-Line Supervisors of Air Crew Members,6,Detailed,55-2010,55-0000,55-2000,55-2010,55-2011
55-2012,First-Line Supervisors of Weapons Specialists/Crew Members,6,Detailed,55-2010,55-0000,55-2000,55-2010,55-2012
55-2013,First-Line Supervisors of All Other Tactical Operations Specialists,6,Detailed,55-2010,55-0000,55-2000,55-2010,55-2013
55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,3,Minor,55-0000,55-0000,55-3000,NA,NA
55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,5,Broad,55-3000,55-0000,55-3000,55-3010,NA
55-3011,Air Crew Members,6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3011
55-3012,Aircraft Launch and Recovery Specialists,6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3012
55-3013,Armored Assault Vehicle Crew Members,6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3013
55-3014,Artillery and Missile Crew Members,6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3014
55-3015,Command and Control Center Specialists,6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3015
55-3016,Infantry,6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3016
55-3018,Special Forces,6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3018
55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",6,Detailed,55-3010,55-0000,55-3000,55-3010,55-3019
