soc1980,soc1980_title,soc2000,soc2000_title
774,"FABRICATORS, NOT ELSEWHERE CLASSIFIED",51-9123,"Painting, Coating, and Decorating Workers"
774,"FABRICATORS, NOT ELSEWHERE CLASSIFIED",51-9141,Semiconductor Processors
774,"FABRICATORS, NOT ELSEWHERE CLASSIFIED",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
774,"FABRICATORS, NOT ELSEWHERE CLASSIFIED",51-9199,"Production Workers, All Other"
774,"FABRICATORS, NOT ELSEWHERE CLASSIFIED",53-7064,"Packers and Packagers, Hand"
7752,HAND SEWING OCCUPATIONS,51-6031,Sewing Machine Operators
7752,HAND SEWING OCCUPATIONS,51-6051,"Sewers, Hand"
7752,HAND SEWING OCCUPATIONS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
7753,HAND CUTTING AND TRIMMING OCCUPATIONS,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
7753,HAND CUTTING AND TRIMMING OCCUPATIONS,51-6099,"Textile, Apparel, and Furnishings Workers, All Other"
7753,HAND CUTTING AND TRIMMING OCCUPATIONS,51-9031,"Cutters and Trimmers, Hand"
7753,HAND CUTTING AND TRIMMING OCCUPATIONS,51-9123,"Painting, Coating, and Decorating Workers"
7753,HAND CUTTING AND TRIMMING OCCUPATIONS,51-9199,"Production Workers, All Other"
7754,HAND MOLDING AND CASTING OCCUPATIONS,51-4052,"Pourers and Casters, Metal"
7754,HAND MOLDING AND CASTING OCCUPATIONS,51-9071,Jewelers and Precious Stone and Metal Workers
7754,HAND MOLDING AND CASTING OCCUPATIONS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
7754,HAND MOLDING AND CASTING OCCUPATIONS,51-9199,"Production Workers, All Other"
7755,HAND FORMING AND SHAPING OCCUPATIONS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
7755,HAND FORMING AND SHAPING OCCUPATIONS,51-3011,Bakers
7755,HAND FORMING AND SHAPING OCCUPATIONS,51-9022,"Grinding and Polishing Workers, Hand"
7755,HAND FORMING AND SHAPING OCCUPATIONS,51-9199,"Production Workers, All Other"
7756,"HAND PAINTING, COATING AND DECORATING OCCUPATIONS",51-9122,"Painters, Transportation Equipment"
7756,"HAND PAINTING, COATING AND DECORATING OCCUPATIONS",51-9123,"Painting, Coating, and Decorating Workers"
7756,"HAND PAINTING, COATING AND DECORATING OCCUPATIONS",51-9199,"Production Workers, All Other"
7757,HAND ENGRAVING AND PRINTING OCCUPATIONS,51-9123,"Painting, Coating, and Decorating Workers"
7757,HAND ENGRAVING AND PRINTING OCCUPATIONS,51-9194,Etchers and Engravers
7757,HAND ENGRAVING AND PRINTING OCCUPATIONS,51-9199,"Production Workers, All Other"
7758,HAND GRINDING AND POLISHING OCCUPATIONS,51-9022,"Grinding and Polishing Workers, Hand"
7758,HAND GRINDING AND POLISHING OCCUPATIONS,51-9199,"Production Workers, All Other"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,37-2019,"Building Cleaning Workers, All Other"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,41-2021,Counter and Rental Clerks
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,49-9045,"Refractory Materials Repairers, Except Brickmasons"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,49-9099,"Installation, Maintenance, and Repair Workers, All Other"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-3093,Food Cooking Machine Operators and Tenders
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-4121,"Welders, Cutters, Solderers, and Brazers"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-6011,Laundry and Dry-Cleaning Workers
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-6021,"Pressers, Textile, Garment, and Related Materials"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-6051,"Sewers, Hand"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9022,"Grinding and Polishing Workers, Hand"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9123,"Painting, Coating, and Decorating Workers"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9141,Semiconductor Processors
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9198,Helpers--Production Workers
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,51-9199,"Production Workers, All Other"
7759,MISCELLANEOUS HAND WORKING OCCUPATIONS,53-7061,Cleaners of Vehicles and Equipment
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",45-2041,"Graders and Sorters, Agricultural Products"
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",47-4011,Construction and Building Inspectors
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",51-6041,Shoe and Leather Workers and Repairers
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",51-8091,Chemical Plant and System Operators
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",51-9199,"Production Workers, All Other"
782,"PRODUCTION INSPECTORS, CHECKERS AND EXAMINERS",53-6051,Transportation Inspectors
783,PRODUCTION TESTERS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
784,PRODUCTION SAMPLERS AND WEIGHERS,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping"
784,PRODUCTION SAMPLERS AND WEIGHERS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
785,"GRADERS AND SORTERS, EXCEPT AGRICULTURAL",45-4023,Log Graders and Scalers
785,"GRADERS AND SORTERS, EXCEPT AGRICULTURAL",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
787,PRODUCTION EXPEDITERS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
787,PRODUCTION EXPEDITERS,51-9199,"Production Workers, All Other"
8111,SUPERVISORS; MOTOR VEHICLE OPERATORS,53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators
8113,RAILROAD CONDUCTORS AND YARDMASTERS,53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators
8113,RAILROAD CONDUCTORS AND YARDMASTERS,53-4031,Railroad Conductors and Yardmasters
812,SUPERVISORS; MATERIAL MOVING EQUIPMENT OPERATORS,53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators
8212,"TRUCK DRIVERS, TRACTOR-TRAILER",53-3032,"Truck Drivers, Heavy and Tractor-Trailer"
8213,"TRUCK DRIVERS, HEAVY",53-3032,"Truck Drivers, Heavy and Tractor-Trailer"
8214,"TRUCK DRIVERS, LIGHT (INCLUDING DELIVERY AND ROUTE",31-9093,Medical Equipment Preparers
8214,"TRUCK DRIVERS, LIGHT (INCLUDING DELIVERY AND ROUTE",53-3033,"Truck Drivers, Light or Delivery Services"
8215,BUS DRIVERS,53-3021,"Bus Drivers, Transit and Intercity"
8215,BUS DRIVERS,53-3022,"Bus Drivers, School"
8215,BUS DRIVERS,53-3033,"Truck Drivers, Light or Delivery Services"
8216,TAXICAB DRIVERS AND CHAUFFEURS,53-3041,Taxi Drivers and Chauffeurs
8218,DRIVER-SALES WORKERS,53-3031,Driver/Sales Workers
8219,"OTHER MOTOR TRANSPORTATION OCCUPATIONS, NOT ELSEWH",53-3032,"Truck Drivers, Heavy and Tractor-Trailer"
8219,"OTHER MOTOR TRANSPORTATION OCCUPATIONS, NOT ELSEWH",53-3099,"Motor Vehicle Operators, All Other"
8232,LOCOMOTIVE OPERATING OCCUPATIONS,53-4011,Locomotive Engineers
8232,LOCOMOTIVE OPERATING OCCUPATIONS,53-4012,Locomotive Firers
8232,LOCOMOTIVE OPERATING OCCUPATIONS,53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
8232,LOCOMOTIVE OPERATING OCCUPATIONS,53-4041,Subway and Streetcar Operators
8233,"RAILROAD BRAKE, SIGNAL, AND SWITCH OPERATORS",53-4021,"Railroad Brake, Signal, and Switch Operators"
8239,"RAIL VEHICLE OPERATORS, NOT ELSEWHERE CLASSIFIED",51-8099,"Plant and System Operators, All Other"
8239,"RAIL VEHICLE OPERATORS, NOT ELSEWHERE CLASSIFIED",53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
8239,"RAIL VEHICLE OPERATORS, NOT ELSEWHERE CLASSIFIED",53-4099,"Rail Transportation Workers, All Other"
8239,"RAIL VEHICLE OPERATORS, NOT ELSEWHERE CLASSIFIED",53-7199,"Material Moving Workers, All Other"
8241,SHIP CAPTAINS AND MATES,53-5021,"Captains, Mates, and Pilots of Water Vessels"
8242,BOAT AND BARGE OPERATORS,53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators
8242,BOAT AND BARGE OPERATORS,53-5021,"Captains, Mates, and Pilots of Water Vessels"
8242,BOAT AND BARGE OPERATORS,53-5022,Motorboat Operators
8242,BOAT AND BARGE OPERATORS,53-6099,"Transportation Workers, All Other"
8243,SAILORS AND DECKHANDS,53-5011,Sailors and Marine Oilers
8243,SAILORS AND DECKHANDS,53-7199,"Material Moving Workers, All Other"
8244,MARINE ENGINEERS,53-5031,Ship Engineers
8245,"BRIDGE, LOCK, AND LIGHTHOUSE TENDERS",53-6011,Bridge and Lock Tenders
825,AIRPLANE PILOTS AND NAVIGATORS,11-3071,"Transportation, Storage, and Distribution Managers"
825,AIRPLANE PILOTS AND NAVIGATORS,17-3029,"Engineering Technicians, Except Drafters, All Other"
825,AIRPLANE PILOTS AND NAVIGATORS,53-2011,"Airline Pilots, Copilots, and Flight Engineers"
825,AIRPLANE PILOTS AND NAVIGATORS,53-2012,Commercial Pilots
825,AIRPLANE PILOTS AND NAVIGATORS,53-6099,"Transportation Workers, All Other"
828,TRANSPORTATION INSPECTORS,51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
828,TRANSPORTATION INSPECTORS,53-6051,Transportation Inspectors
8312,OPERATING ENGINEERS,47-2073,Operating Engineers and Other Construction Equipment Operators
8313,LONGSHORE EQUIPMENT OPERATORS,53-7041,Hoist and Winch Operators
8314,HOIST AND WINCH OPERATORS,53-7041,Hoist and Winch Operators
8315,CRANE AND TOWER OPERATORS,53-7021,Crane and Tower Operators
8316,EXCAVATING AND LOADING MACHINE OPERATORS,53-7011,Conveyor Operators and Tenders
8316,EXCAVATING AND LOADING MACHINE OPERATORS,53-7031,Dredge Operators
8316,EXCAVATING AND LOADING MACHINE OPERATORS,53-7032,Excavating and Loading Machine and Dragline Operators
8316,EXCAVATING AND LOADING MACHINE OPERATORS,53-7033,"Loading Machine Operators, Underground Mining"
8317,"GRADER, DOZER, AND SCRAPER OPERATORS",47-2071,"Paving, Surfacing, and Tamping Equipment Operators"
8317,"GRADER, DOZER, AND SCRAPER OPERATORS",47-2073,Operating Engineers and Other Construction Equipment Operators
8318,INDUSTRIAL TRUCK AND TRACTOR EQUIPMENT OPERATORS,45-4022,Logging Equipment Operators
8318,INDUSTRIAL TRUCK AND TRACTOR EQUIPMENT OPERATORS,53-7051,Industrial Truck and Tractor Operators
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse"
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,47-4041,Hazardous Materials Removal Workers
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,47-5013,"Service Unit Operators, Oil, Gas, and Mining"
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,47-5081,Helpers--Extraction Workers
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,51-8099,"Plant and System Operators, All Other"
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,51-9198,Helpers--Production Workers
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,51-9199,"Production Workers, All Other"
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7011,Conveyor Operators and Tenders
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7032,Excavating and Loading Machine and Dragline Operators
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7041,Hoist and Winch Operators
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7051,Industrial Truck and Tractor Operators
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7071,Gas Compressor and Gas Pumping Station Operators
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7072,"Pump Operators, Except Wellhead Pumpers"
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7073,Wellhead Pumpers
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7111,Shuttle Car Operators
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7121,"Tank Car, Truck, and Ship Loaders"
8319,MISC MATERIAL MOVING EQUIPMENT OPERATORS,53-7199,"Material Moving Workers, All Other"
85,"SUPERVISORS; HANDLERS, EQUIPMENT CLEANERS, HELPERS",53-1021,"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand"
85,"SUPERVISORS; HANDLERS, EQUIPMENT CLEANERS, HELPERS",53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators
8611,HELPERS; METALWORKING AND PLASTIC WORKING MACHINE,51-9198,Helpers--Production Workers
8611,HELPERS; METALWORKING AND PLASTIC WORKING MACHINE,51-9199,"Production Workers, All Other"
8614,HELPERS; METAL AND PLASTIC PROCESSING MACHINE OPER,51-4052,"Pourers and Casters, Metal"
8614,HELPERS; METAL AND PLASTIC PROCESSING MACHINE OPER,51-9198,Helpers--Production Workers
8615,HELPERS; WOODWORKING MACHINE OPERATORS AND TENDERS,51-9198,Helpers--Production Workers
8615,HELPERS; WOODWORKING MACHINE OPERATORS AND TENDERS,53-7041,Hoist and Winch Operators
8616,HELPERS; PRINTING MACHINE OPERATORS AND TENDERS,51-9198,Helpers--Production Workers
8617,"HELPERS; TEXTILE, APPAREL AND FURNISHINGS MACHINE",51-9198,Helpers--Production Workers
8617,"HELPERS; TEXTILE, APPAREL AND FURNISHINGS MACHINE",53-7063,Machine Feeders and Offbearers
8618,"HELPERS; MACHINE OPERATORS AND TENDERS, ASSORTED M",51-9198,Helpers--Production Workers
8619,HELPERS; PRECISION PRODUCTION OCCUPATIONS AND SETU,51-9081,Dental Laboratory Technicians
8619,HELPERS; PRECISION PRODUCTION OCCUPATIONS AND SETU,51-9198,Helpers--Production Workers
862,HELPERS; FABRICATORS AND INSPECTORS,51-9198,Helpers--Production Workers
862,HELPERS; FABRICATORS AND INSPECTORS,51-9199,"Production Workers, All Other"
8632,HELPERS; VEHICLE AND MOBILE EQUIPMENT MECHANICS AN,47-3013,Helpers--Electricians
8632,HELPERS; VEHICLE AND MOBILE EQUIPMENT MECHANICS AN,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
8633,HELPERS; INDUSTRIAL MACHINERY REPAIRERS,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
8635,HELPERS; ELECTRICAL AND ELECTRONIC EQUIPMENT REPAI,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
8637,HELPERS; MISCELLANEOUS MECHANICS AND REPAIRERS,47-3012,Helpers--Carpenters
8637,HELPERS; MISCELLANEOUS MECHANICS AND REPAIRERS,49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
8637,HELPERS; MISCELLANEOUS MECHANICS AND REPAIRERS,51-6041,Shoe and Leather Workers and Repairers
8637,HELPERS; MISCELLANEOUS MECHANICS AND REPAIRERS,51-9198,Helpers--Production Workers
8641,"HELPERS; BRICKMASONS, STONEMASONS, AND HARD TILE S",47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters"
8642,HELPERS; CARPENTERS AND RELATED WORKERS,47-3012,Helpers--Carpenters
8643,HELPERS; ELECTRICIANS AND POWER TRANSMISSION INSTA,47-3013,Helpers--Electricians
8644,"HELPERS; PAINTERS, PAPERHANGERS AND PLASTERERS",47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons"
8645,"HELPERS; PLUMBERS, PIPEFITTERS AND STEAMFITTERS",47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters"
8645,"HELPERS; PLUMBERS, PIPEFITTERS AND STEAMFITTERS",49-9098,"Helpers--Installation, Maintenance, and Repair Workers"
8646,HELPERS; SURVEYOR'S,47-3019,"Helpers, Construction Trades, All Other"
8648,"HELPERS, OTHER CONSTRUCTION TRADES",47-3019,"Helpers, Construction Trades, All Other"
865,HELPERS; EXTRACTIVE OCCUPATIONS,47-5081,Helpers--Extraction Workers
865,HELPERS; EXTRACTIVE OCCUPATIONS,51-9199,"Production Workers, All Other"
871,CONSTRUCTION LABORERS,47-3012,Helpers--Carpenters
871,CONSTRUCTION LABORERS,47-3016,Helpers--Roofers
871,CONSTRUCTION LABORERS,47-5031,"Explosives Workers, Ordnance Handling Experts, and Blasters"
871,CONSTRUCTION LABORERS,51-9198,Helpers--Production Workers
8722,GARBAGE COLLECTORS,53-7081,Refuse and Recyclable Material Collectors
8723,STEVEDORES,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
8724,STOCK HANDLERS AND BAGGERS,51-9198,Helpers--Production Workers
8724,STOCK HANDLERS AND BAGGERS,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
8724,STOCK HANDLERS AND BAGGERS,53-7064,"Packers and Packagers, Hand"
8725,MACHINE FEEDERS AND OFFBEARERS,45-4029,"Logging Workers, All Other"
8725,MACHINE FEEDERS AND OFFBEARERS,51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
8725,MACHINE FEEDERS AND OFFBEARERS,51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic"
8725,MACHINE FEEDERS AND OFFBEARERS,51-9031,"Cutters and Trimmers, Hand"
8725,MACHINE FEEDERS AND OFFBEARERS,51-9191,Cementing and Gluing Machine Operators and Tenders
8725,MACHINE FEEDERS AND OFFBEARERS,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8725,MACHINE FEEDERS AND OFFBEARERS,51-9198,Helpers--Production Workers
8725,MACHINE FEEDERS AND OFFBEARERS,51-9199,"Production Workers, All Other"
8725,MACHINE FEEDERS AND OFFBEARERS,53-7063,Machine Feeders and Offbearers
8726,"FREIGHT, STOCK, AND MATERIAL MOVERS, NOT ELSEWHERE",51-9198,Helpers--Production Workers
8726,"FREIGHT, STOCK, AND MATERIAL MOVERS, NOT ELSEWHERE",53-7011,Conveyor Operators and Tenders
8726,"FREIGHT, STOCK, AND MATERIAL MOVERS, NOT ELSEWHERE",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
8726,"FREIGHT, STOCK, AND MATERIAL MOVERS, NOT ELSEWHERE",53-7199,"Material Moving Workers, All Other"
873,GARAGE AND SERVICE STATION RELATED OCCUPATIONS,53-6031,Service Station Attendants
874,PARKING LOT ATTENDANTS,53-6021,Parking Lot Attendants
875,VEHICLE WASHERS AND EQUIPMENT CLEANERS,51-9198,Helpers--Production Workers
875,VEHICLE WASHERS AND EQUIPMENT CLEANERS,53-7061,Cleaners of Vehicles and Equipment
8761,HAND PACKERS AND PACKAGERS,47-2031,Carpenters
8761,HAND PACKERS AND PACKAGERS,51-6051,"Sewers, Hand"
8761,HAND PACKERS AND PACKAGERS,51-9198,Helpers--Production Workers
8761,HAND PACKERS AND PACKAGERS,51-9199,"Production Workers, All Other"
8761,HAND PACKERS AND PACKAGERS,53-7064,"Packers and Packagers, Hand"
8769,"MANUAL OCCUPATIONS, NEC",39-3091,Amusement and Recreation Attendants
8769,"MANUAL OCCUPATIONS, NEC",41-2021,Counter and Rental Clerks
8769,"MANUAL OCCUPATIONS, NEC",45-4029,"Logging Workers, All Other"
8769,"MANUAL OCCUPATIONS, NEC",49-2092,"Electric Motor, Power Tool, and Related Repairers"
8769,"MANUAL OCCUPATIONS, NEC",49-9043,"Maintenance Workers, Machinery"
8769,"MANUAL OCCUPATIONS, NEC",49-9096,Riggers
8769,"MANUAL OCCUPATIONS, NEC",51-3022,"Meat, Poultry, and Fish Cutters and Trimmers"
8769,"MANUAL OCCUPATIONS, NEC",51-6011,Laundry and Dry-Cleaning Workers
8769,"MANUAL OCCUPATIONS, NEC",51-6021,"Pressers, Textile, Garment, and Related Materials"
8769,"MANUAL OCCUPATIONS, NEC",51-6061,Textile Bleaching and Dyeing Machine Operators and Tenders
8769,"MANUAL OCCUPATIONS, NEC",51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
8769,"MANUAL OCCUPATIONS, NEC",51-9022,"Grinding and Polishing Workers, Hand"
8769,"MANUAL OCCUPATIONS, NEC",51-9031,"Cutters and Trimmers, Hand"
8769,"MANUAL OCCUPATIONS, NEC",51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers"
8769,"MANUAL OCCUPATIONS, NEC",51-9123,"Painting, Coating, and Decorating Workers"
8769,"MANUAL OCCUPATIONS, NEC",51-9141,Semiconductor Processors
8769,"MANUAL OCCUPATIONS, NEC",51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic"
8769,"MANUAL OCCUPATIONS, NEC",51-9198,Helpers--Production Workers
8769,"MANUAL OCCUPATIONS, NEC",51-9199,"Production Workers, All Other"
8769,"MANUAL OCCUPATIONS, NEC",53-6031,Service Station Attendants
8769,"MANUAL OCCUPATIONS, NEC",53-7061,Cleaners of Vehicles and Equipment
8769,"MANUAL OCCUPATIONS, NEC",53-7062,"Laborers and Freight, Stock, and Material Movers, Hand"
