code,title,Level,Hierarchical_structure,parent,soc2d,soc3d,soc5d,soc6d
53-1030,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,5,Broad Occupation,53-1000,53-0000,53-1000,53-1030,NA
53-1031,First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,6,Detailed Occupation,53-1030,53-0000,53-1000,53-1030,53-1031
53-2000,Air Transportation Workers,3,Minor Group,53-0000,53-0000,53-2000,NA,NA
53-2010,Aircraft Pilots and Flight Engineers,5,Broad Occupation,53-2000,53-0000,53-2000,53-2010,NA
53-2011,"Airline Pilots, Copilots, and Flight Engineers",6,Detailed Occupation,53-2010,53-0000,53-2000,53-2010,53-2011
53-2012,Commercial Pilots,6,Detailed Occupation,53-2010,53-0000,53-2000,53-2010,53-2012
53-2020,Air Traffic Controllers and Airfield Operations Specialists,5,Broad Occupation,53-2000,53-0000,53-2000,53-2020,NA
53-2021,Air Traffic Controllers,6,Detailed Occupation,53-2020,53-0000,53-2000,53-2020,53-2021
53-2022,Airfield Operations Specialists,6,Detailed Occupation,53-2020,53-0000,53-2000,53-2020,53-2022
53-3000,Motor Vehicle Operators,3,Minor Group,53-0000,53-0000,53-3000,NA,NA
53-3010,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",5,Broad Occupation,53-3000,53-0000,53-3000,53-3010,NA
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",6,Detailed Occupation,53-3010,53-0000,53-3000,53-3010,53-3011
53-3020,Bus Drivers,5,Broad Occupation,53-3000,53-0000,53-3000,53-3020,NA
53-3021,"Bus Drivers, Transit and Intercity",6,Detailed Occupation,53-3020,53-0000,53-3000,53-3020,53-3021
53-3022,"Bus Drivers, School",6,Detailed Occupation,53-3020,53-0000,53-3000,53-3020,53-3022
53-3030,Driver/Sales Workers and Truck Drivers,5,Broad Occupation,53-3000,53-0000,53-3000,53-3030,NA
53-3031,Driver/Sales Workers,6,Detailed Occupation,53-3030,53-0000,53-3000,53-3030,53-3031
53-3032,"Truck Drivers, Heavy and Tractor-Trailer",6,Detailed Occupation,53-3030,53-0000,53-3000,53-3030,53-3032
53-3033,"Truck Drivers, Light or Delivery Services",6,Detailed Occupation,53-3030,53-0000,53-3000,53-3030,53-3033
53-3040,Taxi Drivers and Chauffeurs,5,Broad Occupation,53-3000,53-0000,53-3000,53-3040,NA
53-3041,Taxi Drivers and Chauffeurs,6,Detailed Occupation,53-3040,53-0000,53-3000,53-3040,53-3041
53-3090,Miscellaneous Motor Vehicle Operators,5,Broad Occupation,53-3000,53-0000,53-3000,53-3090,NA
53-3099,"Motor Vehicle Operators, All Other",6,Detailed Occupation,53-3090,53-0000,53-3000,53-3090,53-3099
53-4000,Rail Transportation Workers,3,Minor Group,53-0000,53-0000,53-4000,NA,NA
53-4010,Locomotive Engineers and Operators,5,Broad Occupation,53-4000,53-0000,53-4000,53-4010,NA
53-4011,Locomotive Engineers,6,Detailed Occupation,53-4010,53-0000,53-4000,53-4010,53-4011
53-4012,Locomotive Firers,6,Detailed Occupation,53-4010,53-0000,53-4000,53-4010,53-4012
53-4013,"Rail Yard Engineers, Dinkey Operators, and Hostlers",6,Detailed Occupation,53-4010,53-0000,53-4000,53-4010,53-4013
53-4020,"Railroad Brake, Signal, and Switch Operators",5,Broad Occupation,53-4000,53-0000,53-4000,53-4020,NA
53-4021,"Railroad Brake, Signal, and Switch Operators",6,Detailed Occupation,53-4020,53-0000,53-4000,53-4020,53-4021
53-4030,Railroad Conductors and Yardmasters,5,Broad Occupation,53-4000,53-0000,53-4000,53-4030,NA
53-4031,Railroad Conductors and Yardmasters,6,Detailed Occupation,53-4030,53-0000,53-4000,53-4030,53-4031
53-4040,Subway and Streetcar Operators,5,Broad Occupation,53-4000,53-0000,53-4000,53-4040,NA
53-4041,Subway and Streetcar Operators,6,Detailed Occupation,53-4040,53-0000,53-4000,53-4040,53-4041
53-4090,Miscellaneous Rail Transportation Workers,5,Broad Occupation,53-4000,53-0000,53-4000,53-4090,NA
53-4099,"Rail Transportation Workers, All Other",6,Detailed Occupation,53-4090,53-0000,53-4000,53-4090,53-4099
53-5000,Water Transportation Workers,3,Minor Group,53-0000,53-0000,53-5000,NA,NA
53-5010,Sailors and Marine Oilers,5,Broad Occupation,53-5000,53-0000,53-5000,53-5010,NA
53-5011,Sailors and Marine Oilers,6,Detailed Occupation,53-5010,53-0000,53-5000,53-5010,53-5011
53-5020,Ship and Boat Captains and Operators,5,Broad Occupation,53-5000,53-0000,53-5000,53-5020,NA
53-5021,"Captains, Mates, and Pilots of Water Vessels",6,Detailed Occupation,53-5020,53-0000,53-5000,53-5020,53-5021
53-5022,Motorboat Operators,6,Detailed Occupation,53-5020,53-0000,53-5000,53-5020,53-5022
53-5030,Ship Engineers,5,Broad Occupation,53-5000,53-0000,53-5000,53-5030,NA
53-5031,Ship Engineers,6,Detailed Occupation,53-5030,53-0000,53-5000,53-5030,53-5031
53-6000,Other Transportation Workers,3,Minor Group,53-0000,53-0000,53-6000,NA,NA
53-6010,Bridge and Lock Tenders,5,Broad Occupation,53-6000,53-0000,53-6000,53-6010,NA
53-6011,Bridge and Lock Tenders,6,Detailed Occupation,53-6010,53-0000,53-6000,53-6010,53-6011
53-6020,Parking Lot Attendants,5,Broad Occupation,53-6000,53-0000,53-6000,53-6020,NA
53-6021,Parking Lot Attendants,6,Detailed Occupation,53-6020,53-0000,53-6000,53-6020,53-6021
53-6030,Service Station Attendants,5,Broad Occupation,53-6000,53-0000,53-6000,53-6030,NA
53-6031,Service Station Attendants,6,Detailed Occupation,53-6030,53-0000,53-6000,53-6030,53-6031
53-6040,Traffic Technicians,5,Broad Occupation,53-6000,53-0000,53-6000,53-6040,NA
53-6041,Traffic Technicians,6,Detailed Occupation,53-6040,53-0000,53-6000,53-6040,53-6041
53-6050,Transportation Inspectors,5,Broad Occupation,53-6000,53-0000,53-6000,53-6050,NA
53-6051,Transportation Inspectors,6,Detailed Occupation,53-6050,53-0000,53-6000,53-6050,53-6051
53-6090,Miscellaneous Transportation Workers,5,Broad Occupation,53-6000,53-0000,53-6000,53-6090,NA
53-6099,"Transportation Workers, All Other",6,Detailed Occupation,53-6090,53-0000,53-6000,53-6090,53-6099
53-7000,Material Moving Workers,3,Minor Group,53-0000,53-0000,53-7000,NA,NA
53-7010,Conveyor Operators and Tenders,5,Broad Occupation,53-7000,53-0000,53-7000,53-7010,NA
53-7011,Conveyor Operators and Tenders,6,Detailed Occupation,53-7010,53-0000,53-7000,53-7010,53-7011
53-7020,Crane and Tower Operators,5,Broad Occupation,53-7000,53-0000,53-7000,53-7020,NA
53-7021,Crane and Tower Operators,6,Detailed Occupation,53-7020,53-0000,53-7000,53-7020,53-7021
53-7030,"Dredge, Excavating, and Loading Machine Operators",5,Broad Occupation,53-7000,53-0000,53-7000,53-7030,NA
53-7031,Dredge Operators,6,Detailed Occupation,53-7030,53-0000,53-7000,53-7030,53-7031
53-7032,Excavating and Loading Machine and Dragline Operators,6,Detailed Occupation,53-7030,53-0000,53-7000,53-7030,53-7032
53-7033,"Loading Machine Operators, Underground Mining",6,Detailed Occupation,53-7030,53-0000,53-7000,53-7030,53-7033
53-7040,Hoist and Winch Operators,5,Broad Occupation,53-7000,53-0000,53-7000,53-7040,NA
53-7041,Hoist and Winch Operators,6,Detailed Occupation,53-7040,53-0000,53-7000,53-7040,53-7041
53-7050,Industrial Truck and Tractor Operators,5,Broad Occupation,53-7000,53-0000,53-7000,53-7050,NA
53-7051,Industrial Truck and Tractor Operators,6,Detailed Occupation,53-7050,53-0000,53-7000,53-7050,53-7051
53-7060,"Laborers and Material Movers, Hand",5,Broad Occupation,53-7000,53-0000,53-7000,53-7060,NA
53-7061,Cleaners of Vehicles and Equipment,6,Detailed Occupation,53-7060,53-0000,53-7000,53-7060,53-7061
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",6,Detailed Occupation,53-7060,53-0000,53-7000,53-7060,53-7062
53-7063,Machine Feeders and Offbearers,6,Detailed Occupation,53-7060,53-0000,53-7000,53-7060,53-7063
53-7064,"Packers and Packagers, Hand",6,Detailed Occupation,53-7060,53-0000,53-7000,53-7060,53-7064
53-7070,Pumping Station Operators,5,Broad Occupation,53-7000,53-0000,53-7000,53-7070,NA
53-7071,Gas Compressor and Gas Pumping Station Operators,6,Detailed Occupation,53-7070,53-0000,53-7000,53-7070,53-7071
53-7072,"Pump Operators, Except Wellhead Pumpers",6,Detailed Occupation,53-7070,53-0000,53-7000,53-7070,53-7072
53-7073,Wellhead Pumpers,6,Detailed Occupation,53-7070,53-0000,53-7000,53-7070,53-7073
53-7080,Refuse and Recyclable Material Collectors,5,Broad Occupation,53-7000,53-0000,53-7000,53-7080,NA
53-7081,Refuse and Recyclable Material Collectors,6,Detailed Occupation,53-7080,53-0000,53-7000,53-7080,53-7081
53-7110,Shuttle Car Operators,5,Broad Occupation,53-7000,53-0000,53-7000,53-7110,NA
53-7111,Shuttle Car Operators,6,Detailed Occupation,53-7110,53-0000,53-7000,53-7110,53-7111
53-7120,"Tank Car, Truck, and Ship Loaders",5,Broad Occupation,53-7000,53-0000,53-7000,53-7120,NA
53-7121,"Tank Car, Truck, and Ship Loaders",6,Detailed Occupation,53-7120,53-0000,53-7000,53-7120,53-7121
53-7190,Miscellaneous Material Moving Workers,5,Broad Occupation,53-7000,53-0000,53-7000,53-7190,NA
53-7199,"Material Moving Workers, All Other",6,Detailed Occupation,53-7190,53-0000,53-7000,53-7190,53-7199
55-0000,Military Specific Occupations,2,Major Group,NA,55-0000,NA,NA,NA
55-1000,Military Officer Special and Tactical Operations Leaders/Managers,3,Minor Group,55-0000,55-0000,55-1000,NA,NA
55-1010,Military Officer Special and Tactical Operations Leaders/Managers,5,Broad Occupation,55-1000,55-0000,55-1000,55-1010,NA
55-1011,Air Crew Officers,6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1011
55-1012,Aircraft Launch and Recovery Officers,6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1012
55-1013,Armored Assault Vehicle Officers,6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1013
55-1014,Artillery and Missile Officers,6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1014
55-1015,Command and Control Center Officers,6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1015
55-1016,Infantry Officers,6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1016
55-1017,Special Forces Officers,6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1017
55-1019,"Military Officer Special and Tactical Operations Leaders/Managers, All Other",6,Detailed Occupation,55-1010,55-0000,55-1000,55-1010,55-1019
55-2000,First-Line Enlisted Military Supervisor/Managers,3,Minor Group,55-0000,55-0000,55-2000,NA,NA
55-2010,First-Line Enlisted Military Supervisors/Managers,5,Broad Occupation,55-2000,55-0000,55-2000,55-2010,NA
55-2011,First-Line Supervisors/Managers of Air Crew Members,6,Detailed Occupation,55-2010,55-0000,55-2000,55-2010,55-2011
55-2012,First-Line Supervisors/Managers of Weapons Specialists/Crew Members,6,Detailed Occupation,55-2010,55-0000,55-2000,55-2010,55-2012
55-2013,First-Line Supervisors/Managers of All Other Tactical Operations Specialists,6,Detailed Occupation,55-2010,55-0000,55-2000,55-2010,55-2013
55-3000,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,3,Minor Group,55-0000,55-0000,55-3000,NA,NA
55-3010,Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members,5,Broad Occupation,55-3000,55-0000,55-3000,55-3010,NA
55-3011,Air Crew Members,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3011
55-3012,Aircraft Launch and Recovery Specialists,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3012
55-3013,Armored Assault Vehicle Crew Members,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3013
55-3014,Artillery and Missile Crew Members,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3014
55-3015,Command and Control Center Specialists,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3015
55-3016,Infantry,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3016
55-3017,Radar and Sonar Technicians,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3017
55-3018,Special Forces,6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3018
55-3019,"Military Enlisted Tactical Operations and Air/Weapons Specialists and Crew Members, All Other",6,Detailed Occupation,55-3010,55-0000,55-3000,55-3010,55-3019
