sic1987,sic1987_title,naics2022,naics2022_title
3711,Motor Vehicles and Passenger Car Bodies (kit car and other passenger car bodies),NA,NA
3711,Motor Vehicles and Passenger Car Bodies (military armored vehicles),NA,NA
3713,Truck and Bus Bodies,NA,NA
3714,Motor Vehicle Parts and Accessories (dump truck lifting mechanisms and fifth wheels),NA,NA
3714,Motor Vehicle Parts and Accessories (gasoline engines and engine parts including rebuilt),NA,NA
3714,"Motor Vehicle Parts and Accessories (wiring harness sets, other than ignition; block heaters and battery heaters; instrument board assemblies; permanent defrosters; windshield washer-wiper mechanisms; cruise control mechanisms; and other electrical equipment for internal combustion engines)",NA,NA
3714,Motor Vehicle Parts and Accessories (steering and suspension parts),NA,NA
3714,"Motor Vehicle Parts and Accessories (brake and brake systems, including assemblies)",NA,NA
3714,"Motor Vehicle Parts and Accessories (transmissions and power train parts, including rebuilding)",NA,NA
3714,"Motor Vehicle Parts and Accessories (except truck and bus bodies, trailers, engine and engine parts, motor vehicle electrical and electronic equipment, motor vehicle steering and suspension components, motor vehicle brake systems, and motor vehicle transmission and power train parts)",NA,NA
3715,Truck Trailers,NA,NA
3716,Motor Homes,NA,NA
3721,Aircraft (except research and development not producing prototypes),NA,NA
3721,Aircraft (research and development not producing prototypes),NA,NA
3721,Aircraft (research and development not producing prototypes),NA,NA
3721,Aircraft (research and development not producing prototypes),NA,NA
3724,Aircraft Engines and Engine Parts (except research and development not producing prototypes),NA,NA
3724,Aircraft Engines and Engine Parts (research and development not producing prototypes),NA,NA
3724,Aircraft Engines and Engine Parts (research and development not producing prototypes),NA,NA
3724,Aircraft Engines and Engine Parts (research and development not producing prototypes),NA,NA
3728,"Aircraft Parts and Auxiliary Equipment, NEC (fluid power aircraft subassemblies)",NA,NA
3728,"Aircraft Parts and Auxiliary Equipment, NEC (target drones)",NA,NA
3728,"Aircraft Parts and Auxiliary Equipment, NEC (except fluid power aircraft subassemblies, target drones, and research and development not producing prototypes)",NA,NA
3728,"Aircraft Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)",NA,NA
3728,"Aircraft Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)",NA,NA
3728,"Aircraft Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)",NA,NA
3731,Ship Building and Repairing (except repairs in floating drydocks),NA,NA
3731,Ship Building and Repairing (repair services provided by floating drydocks),NA,NA
3732,Boat Building and Repairing (boat building),NA,NA
3732,Boat Building and Repairing (pleasure boat repair),NA,NA
3743,Railroad Equipment (locomotive fuel lubricating or cooling medium pumps),NA,NA
3743,Railroad Equipment (except locomotive fuel lubricating or cooling medium pumps),NA,NA
3751,"Motorcycles, Bicycles, and Parts",NA,NA
3761,Guided Missiles and Space Vehicles (except research and development not producing prototypes),NA,NA
3761,Guided Missiles and Space Vehicles (research and development not producing prototypes),NA,NA
3761,Guided Missiles and Space Vehicles (research and development not producing prototypes),NA,NA
3761,Guided Missiles and Space Vehicles (research and development not producing prototypes),NA,NA
3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts (except research and development not producing prototypes)),NA,NA
3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts (research and development not producing prototypes),NA,NA
3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts (research and development not producing prototypes),NA,NA
3764,Guided Missile and Space Vehicle Propulsion Units and Propulsion Unit Parts (research and development not producing prototypes),NA,NA
3769,"Guided Missile and Space Vehicle Parts and Auxiliary Equipment, NEC (except research and development not producing prototypes)",NA,NA
3769,"Guided Missile and Space Vehicle Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)",NA,NA
3769,"Guided Missile and Space Vehicle Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)",NA,NA
3769,"Guided Missile and Space Vehicle Parts and Auxiliary Equipment, NEC (research and development not producing prototypes)",NA,NA
3792,Travel Trailers and Campers,NA,NA
3795,Tanks and Tank Components,NA,NA
3799,"Transportation Equipment, NEC (wheelbarrows)",NA,NA
3799,"Transportation Equipment, NEC (automobile, boat, utility and light truck trailers)",NA,NA
3799,"Transportation Equipment, NEC (trailer hitches)",NA,NA
3799,"Transportation Equipment, NEC (except automobile, boat, utility light truck trailers, trailer hitches, and wheelbarrows)",NA,NA
3812,"Search, Detection, Navigation, Guidance, Aeronautical, and Nautical Systems and Instruments",NA,NA
3821,Laboratory Apparatus and Furniture,NA,NA
3821,Laboratory Apparatus and Furniture,NA,NA
3821,Laboratory Apparatus and Furniture,NA,NA
3821,Laboratory Apparatus and Furniture,NA,NA
3821,Laboratory Apparatus and Furniture,NA,NA
3821,Laboratory Apparatus and Furniture,NA,NA
3822,Automatic Controls for Regulating Residential and Commercial Environments and Appliances,NA,NA
3823,"Industrial Instruments for Measurement, Display, and Control of Process Variables; and Related Products",NA,NA
3824,Totalizing Fluid Meters and Counting Devices,NA,NA
3825,Instruments for Measuring and Testing of Electricity and Electrical Signals (automotive ammeters and voltmeters),NA,NA
3825,Instruments for Measuring and Testing of Electricity and Electrical Signals (except automotive instruments),NA,NA
3826,Laboratory Analytical Instruments,NA,NA
3827,Optical Instruments and Lenses,NA,NA
3829,"Measuring and Controlling Devices, NEC (motor vehicle gauges)",NA,NA
3829,"Measuring and Controlling Devices, NEC (electronic chronometers)",NA,NA
3829,"Measuring and Controlling Devices, NEC (except medical thermometers, electronic chronometers and motor vehicle gauges)",NA,NA
3829,"Measuring and Controlling Devices, NEC (medical thermometers)",NA,NA
3841,Surgical and Medical Instruments and Apparatus (tranquilizer guns),NA,NA
3841,Surgical and Medical Instruments and Apparatus (operating room tables),NA,NA
3841,Surgical and Medical Instruments and Apparatus (operating room tables),NA,NA
3841,Surgical and Medical Instruments and Apparatus (operating room tables),NA,NA
3841,Surgical and Medical Instruments and Apparatus (operating room tables),NA,NA
3841,Surgical and Medical Instruments and Apparatus (operating room tables),NA,NA
3841,Surgical and Medical Instruments and Apparatus (except tranquilizer guns and operating room tables),NA,NA
3841,Surgical and Medical Instruments and Apparatus (operating room tables),NA,NA
3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies (incontinent pads and bed pads)",NA,NA
3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies (electronic hearing aids)",NA,NA
3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies (except electronic hearing aids, incontinent pads, anatomical models, and bed pads)",NA,NA
3842,"Orthopedic, Prosthetic, and Surgical Appliances and Supplies (anatomical models)",NA,NA
3843,Dental Equipment and Supplies,NA,NA
3844,X-Ray Apparatus and Tubes and Related Irradiation Apparatus,NA,NA
3845,Electromedical and Electrotherapeutic Apparatus (except CT and CAT scanners),NA,NA
3845,Electromedical and Electrotherapeutic Apparatus (CT and CAT Scanners),NA,NA
3851,"Ophthalmic Goods (intraoccular lenses, i.e., surgical implants)",NA,NA
3851,Ophthalmic Goods (except intraocular lenses),NA,NA
3861,"Photographic Equipment and Supplies (photographic films, paper, plates and chemicals)",NA,NA
3861,"Photographic Equipment and Supplies (except photographic film, paper, plates, and chemicals)",NA,NA
3873,"Watches, Clocks, Clockwork Operated Devices, and Parts",NA,NA
3911,"Jewelry, Precious Metal",NA,NA
3914,"Silverware, Plated Ware, and Stainless Steel Ware (cutlery and flatware, nonprecious and precious plated)",NA,NA
3914,"Silverware, Plated Ware, and Stainless Steel Ware (precious metal plated hollowware)",NA,NA
3914,"Silverware, Plated Ware, and Stainless Steel Ware (except  nonprecious and precious plated metal cutlery, flatware, and hollowware)",NA,NA
3915,Jewelers Findings and Materials and Lapidary Work (watch jewels),NA,NA
3915,"Jewelers' Findings and Materials, and Lapidary Work (except watch jewels)",NA,NA
3931,Musical Instruments,NA,NA
3942,Dolls and Stuffed Toys,NA,NA
3944,"Games, Toys, and Children’s Vehicles, Except Dolls and Bicycles (metal tricycles)",NA,NA
3944,"Games, Toys, and Children's Vehicles, Except Dolls and Bicycles (except metal tricycles)",NA,NA
3949,"Sporting and Athletic Goods, NEC",NA,NA
3951,"Pens, Mechanical Pencils, and Parts",NA,NA
3952,Lead Pencils and Art Goods (drawing inks and india ink),NA,NA
3952,"Lead Pencils, Crayons, and Artists' Materials (drafting tables and boards)",NA,NA
3952,"Lead Pencils, Crayons, and Artists' Materials (except drawing ink, india ink, drafting tables and drafting boards)",NA,NA
3953,Marking Devices,NA,NA
3955,Carbon Paper and Inked Ribbons,NA,NA
3961,"Costume Jewelry and Costume Novelties, Except Precious Metal (except cuff links)",NA,NA
3961,"Costume Jewelry and Costume Novelties, Except Precious Metal (nonprecious cuff links)",NA,NA
3965,"Fasteners, Buttons, Needles, and Pins",NA,NA
3991,Brooms and Brushes,NA,NA
3993,Signs and Advertising Specialties (screen printing purchased advertising specialties),NA,NA
3993,Signs and Advertising Specialties (signs),NA,NA
3995,Burial Caskets,NA,NA
3996,"Linoleum, Asphalted-Felt-Base, and Other Hard Surface Floor Coverings, NEC",NA,NA
3999,"Manufacturing Industries, NEC (fur dressing and finishing)",NA,NA
3999,"Manufacturing Industries, NEC (burnt wood articles)",NA,NA
3999,"Manufacturing Industries, NEC (matches)",NA,NA
3999,"Manufacturing Industries, NEC (plastics products such as combs, hair curlers, etc.)",NA,NA
3999,"Manufacturing Industries, NEC (hand operated hair clippers for humans)",NA,NA
3999,"Manufacturing Industries, NEC (tape measures)",NA,NA
3999,"Manufacturing Industries, NEC (flocking metal products for the trade)",NA,NA
3999,"Manufacturing Industries, NEC (other miscellaneous metal products, such as combs, hair curlers, etc.)",NA,NA
3999,"Manufacturing Industries, NEC (beauty and barber shop equipment, except chairs)",NA,NA
3999,"Manufacturing Industries, NEC (lamp shades of paper or textile)",NA,NA
3999,"Manufacturing Industries, NEC (electric hair clippers for humans)",NA,NA
3999,"Manufacturing Industries, NEC (plastics products such as combs, hair curlers, etc.)",NA,NA
3999,"Manufacturing Industries, NEC (beauty and barber chairs)",NA,NA
3999,"Manufacturing Industries, NEC (embroidery kits)",NA,NA
3999,"Manufacturing Industries, NEC (other miscellaneous products not specially provided for previously)",NA,NA
4011,"Railroads, Line-Haul Operating",NA,NA
4013,Railroad Switching and Terminal Establishments (short line railroads),NA,NA
4013,Railroad Switching and Terminal Establishments (except short line railroads),NA,NA
4111,Local and Suburban Transit (mixed mode),NA,NA
4111,Local and Suburban Transit (commuter rail),NA,NA
4111,Local and Suburban Transit (bus and motor vehicle),NA,NA
4111,"Local and Suburban Transit (except mixed mode, commuter rail, airport transportation service, and bus and motor vehicle)",NA,NA
4111,Local and Suburban Transit (airport transportation service),NA,NA
4119,"Local Passenger Transportation, NEC (limousine rental with driver and automobile rental with driver)",NA,NA
4119,"Local Passenger Transportation, NEC (employee transportation)",NA,NA
4119,"Local Passenger Transportation, NEC (special needs transportation)",NA,NA
4119,"Local Passenger Transportation, NEC (hearse rental with driver and carpool and vanpool operation)",NA,NA
4119,"Local Passenger Transportation, NEC (sightseeing buses and cable and cog railways, except scenic)",NA,NA
4119,"Local Passenger Transportation, NEC (land ambulance)",NA,NA
4121,Taxicabs,NA,NA
4131,Intercity and Rural Bus Transportation,NA,NA
4141,Local Bus Charter Service,NA,NA
4142,"Bus Charter Service, Except Local",NA,NA
4151,School Buses,NA,NA
4173,Terminal and Service Facilities for Motor Vehicle Passenger Transportation,NA,NA
4212,Local Trucking Without Storage (general freight),NA,NA
4212,Local Trucking Without Storage (household goods moving),NA,NA
4212,Local Trucking Without Storage (specialized freight),NA,NA
4212,Local Trucking Without Storage (solid waste collection without disposal),NA,NA
4212,Local Trucking Without Storage (hazardous waste collection without disposal),NA,NA
4212,Local Trucking Without Storage (other waste collection without disposal),NA,NA
4213,"Trucking, Except Local (general freight, truckload)",NA,NA
4213,"Trucking, Except Local (general freight, less than truckload)",NA,NA
4213,"Trucking, Except Local (household goods moving)",NA,NA
4213,"Trucking, Except Local (specialized freight)",NA,NA
4214,Local Trucking With Storage (general freight),NA,NA
4214,Local Trucking With Storage (household goods moving),NA,NA
4214,Local Trucking With Storage (specialized freight),NA,NA
4215,"Courier Services, Except by Air (hub and spoke intercity delivery)",NA,NA
4215,"Courier Services, Except by Air (local delivery)",NA,NA
4221,Farm Product Warehousing and Storage,NA,NA
4222,Refrigerated Warehousing and Storage,NA,NA
4225,General Warehousing and Storage (except self-storage and miniwarehouses),NA,NA
4225,General Warehousing and Storage (miniwarehouses and self-storage units),NA,NA
4226,"Special Warehousing and Storage, NEC (warehousing in foreign trade zones)",NA,NA
4226,"Special Warehousing and Storage, NEC (fur storage)",NA,NA
4226,"Special Warehousing and Storage, NEC (except fur storage and warehousing in foreign trade zones)",NA,NA
4231,Terminal and Joint Terminal Maintenance Facilities for Motor Freight Transportation,NA,NA
4311,United States Postal Service,NA,NA
4412,Deep Sea Foreign Transportation of Freight,NA,NA
4424,Deep Sea Domestic Transportation of Freight,NA,NA
4432,Freight Transportation on the Great Lakes - St. Lawrence Seaway,NA,NA
4449,"Water Transportation of Freight, NEC",NA,NA
4481,"Deep Sea Transportation of Passengers, Except by Ferry (deep sea activities)",NA,NA
4481,"Deep Sea Transportation of Passengers, Except by Ferry (coastal activities)",NA,NA
4482,Ferries (coastal and Great Lakes),NA,NA
4482,Ferries (inland),NA,NA
4489,"Water Transportation of Passengers, NEC (water taxi)",NA,NA
4489,"Water Transportation of Passengers, NEC (airboats, excursion boats, and sightseeing boats)",NA,NA
4491,Marine Cargo Handling (dock and pier operations),NA,NA
4491,Marine Cargo Handling (all but dock and pier operations),NA,NA
4492,Towing and Tugboat Services,NA,NA
4493,Marinas,NA,NA
4499,"Water Transportation Services, NEC (lighterage)",NA,NA
4499,"Water Transportation Services, NEC (lighthouse and canal operations)",NA,NA
4499,"Water Transportation Services, NEC (piloting vessels in and out of harbors and marine salvage)",NA,NA
4499,"Water Transportation Services, NEC (all but lighthouse operations, piloting vessels in and out of harbors, boat and ship rental, marine salvage, lighterage, marine surveyor services, and canal operations)",NA,NA
4499,"Water Transportation Services, NEC (boat and ship rental, commercial)",NA,NA
4499,"Water Transportation Services, NEC (marine surveying services)",NA,NA
4512,"Air Transportation, Scheduled (passenger)",NA,NA
4512,"Air Transportation, Scheduled (freight)",NA,NA
4513,Air Courier Services,NA,NA
4522,"Air Transportation, Nonscheduled (passenger)",NA,NA
4522,"Air Transportation, Nonscheduled (freight)",NA,NA
4522,"Air Transportation, Nonscheduled (using general purpose aircraft for a variety of passenger, freight, courier, and other uses)",NA,NA
